title,id,doi,creators,orcid,date,description,resource_type,url,type,rights,publisher,relation,communities,swh_id,keywords,src_repo,issn,pmid,iris_cat,title_norm,dup_reason
"ANIMATE. WP1. Four Baroque Ballets at the Savoy Court Analysis Bibliography, text. 1.0",7524.0,10.6092/unibo/amsacta/7524,"['Elisa Antonietta, Daniele']",['0000-0002-4125-714X'],2024-01-24,"The dataset contains the bibliographic information related to the corpus of documents used to analyze four ballets staged across the Savoy Duchy between 1645 and 1660 and documented at the time by Giovanni Tommaso Borgonio. The four ballets are: “Il Dono del Re de l’Alpi”, “Il Tabacco”, “La Primavera trionfante sull’Inverno”, “L’Unione per la peregrina Margherita”. The analysis was conducted in the framework of Horizon 2020 ANIMATE project. The results of the analysis are presented in the following publication: “Nature, Commodities, and Bodies in Baroque Ballets across the Savoy State: Choreographies of Transmutation and Consumption”, 35th CIHA World Congress “Motion: Migrations” Conference Proceedings (São Paulo: Vasto 2023) 665-681.",,https://amsacta.unibo.it/id/eprint/7524,dataset,,University of Bologna,,,,,amsacta,,,7.05 Banche dati,animate wp1 four baroque ballets at the savoy court analysis bibliography text 10,multiple ids
mythLOD,7545.0,10.6092/unibo/amsacta/7545,"['Valentina, Pasqual', 'Francesca, Tomasi']","['0000-0001-5931-5187', '0000-0002-6631-8607']",1970-01-01,"mythLOD dataset is the result of the reengineering process of Mythologiae collection (https://mythologiae.unibo.it/), transforming it from a conventional tabular format (CSV format) into a knowledge graph (RDF format). The mythLOD knowledge graph served online along with its technical documentation, catalogue visualisation and a storytelling experiment to encourage exploration and reuse. Specifically, mythLOD preserves the artwork’s descriptive metadata and a set of interpretations performed by the scholars. Each interpretation identifies a mythological theme or scene depicted in an artwork of the collection and associates a curated set of literary references that convey the same theme. The dataset, in RDF format, contains 4260 heterogeneous artefacts, their descriptive metadata and the scholars’ interpretations using Nanopublications and Named Graphs.",,https://amsacta.unibo.it/id/eprint/7545,dataset,,Università di Bologna,,,,,amsacta,,,7.05 Banche dati,mythlod,title
Sustainable Fertilizer from slaughterhouse digested sludge,7678.0,10.6092/unibo/amsacta/7678,"['Andrea, Ciurli', 'Giampaolo, Di Biase', 'Luciano, Cavani']","['0000-0002-6913-8943', '0009-0004-9948-8639', '0000-0002-2612-7857']",2024-05-06,"This dataset contains data related to the evaluation of the fertilizing potential of a dried anaerobic digestate produced from slaughterhouse residues, generated in the framework of the “Sustainable fertilizers” EIT FOOD project. The fertilizing potential was assessed through a short-term (42 days) soil incubation experiment using two different soils, Clay-Loam cambisol soil (CC) and Fulvic cambisol soil (FC). The effect of the dried anaerobic digestate (DD) application was compared with other fertilizers: i) diammonium phosphate (MIN); ii) digested manure (DM); iii) cattle manure (CM), and a negative control as unfertilized soil (CTR). Each fertilizer was added to each soil in a dose of 100 mgN/kg of dry soil. During the incubation period, ammonium-nitrogen, nitrate/nitrite-nitrogen and phosphorus release were monitored. At the end of the incubation, biochemical (extractable carbon and nitrogen, microbial biomass carbon, enzyme activities) and chemical (pH, electric conductivity, exchangeable Mg, K and Ca) were assessed. Moreover, community level physiological profiling (CLPP) analysis was performed through Biolog® with ECO-plates.",,https://amsacta.unibo.it/id/eprint/7678,dataset,,University of Bologna,,,,,amsacta,,,7.05 Banche dati,sustainable fertilizer from slaughterhouse digested sludge,multiple ids
DPValid collection,7710.0,10.6092/unibo/amsacta/7710,"['Giorgio, Davico', 'Francesca, Bottin', 'Luciana, Labanca', 'Fabio, Baruffaldi', 'Marco, Viceconti']","['0000-0002-2046-529X', '0000-0002-6936-019X', '0000-0002-1574-2766', '0000-0001- 8784-5652', '0000-0002-2293-1530']",2024-05-01,"The DPValid dataset is composed of (anonymized) raw and processed data, including surface electromyography (sEMG) and dynamometry data collected during a maximum voluntary isometric contraction test (MVIC) on 20 healthy adults (HA), 10 females and 10 males. The dataset further includes the 3D reconstructions of the major muscles of the thigh (n = 13 per side), segmented on full lower limb magnetic resonance images.",,https://amsacta.unibo.it/id/eprint/7710,dataset,,University of Bologna,,,,,amsacta,,,7.05 Banche dati,dpvalid collection,multiple ids
Where's your language at? Extended pilot study,7722.0,10.6092/unibo/amsacta/7722,"['Novella, Tedesco']",['009-0000-4749-5635'],1970-01-01,"This dataset is part of the larger research project named FLO, an investigation into transcultural communicative strategies characterizing informal communication in the European communities of digital nomads.  These dataset includes the results from the extended pilot study of the questionnaire 'Where's your language at?', an online survey aimed at investigating linguistic background, attitudes and behaviours of digital nomads. 
The data have been collected in the framework of a Ph.D. research at the Department of Interpreting and Translation at the University of Bologna, by Novella Tedesco, supervised by prof. Silvia Bernardini and prof. Cristiana Cervini (https://www.thenomadlinguist.eu/flo/). The link to participate in the online survey has been made available on a dedicated webpage inside the blog created for the research (https://www.thenomadlinguist.eu/wheresyourlanguageat/).",,https://amsacta.unibo.it/id/eprint/7722,dataset,,University of Bologna,,,,,amsacta,,,7.05 Banche dati,wheres your language at extended pilot study,multiple ids
Mitochondrial Chaperonin MCJ Promotes Vulnerability to Ferroptosis of Chemoresistant Ovarian Cancer Cells – Dataset,7730.0,10.6092/unibo/amsacta/7730,"['Stefano, Miglietta', 'Manuela, Sollazzo', 'Iacopo, Gherardi', 'Sara, Milioni', 'Beatrice, Cavina', 'Lorena, Marchio', 'Monica, De Luise', 'Camelia Alexandra, Coada', 'Marco, Fiorillo', 'Anna Myriam, Perrone', 'Ivana, Kurelac', 'Giuseppe, Gasparre', 'Luisa, Iommarini', 'Anna Maria, Ghelli', 'Anna Maria, Porcelli']","['0000-0002-7755-2028', '0000-0001-5451-0063', '0000-0001-8100-924X', '0000-0003-0357-8142', '0000-0001-5485-5360', '0000-0002-7522-6325', '0000-0002-3486-3985', '0000-0001-8362-6639', '0000-0002-8055-3259', '0000-0003-3140-4772', '0000-0002-8364-9985', '0000-0003-1229-9006', '0000-0002-6804-7302', '0000-0003-0830-0000', '0000-0002-6209-0692']",1970-01-01,"MCJ is a mitochondrial Tim23-related co-chaperonin known for its role in regulating oxidative phosphorylation efficiency, oxidative stress response and lipid metabolism. Recently, it has been proposed that the loss of MCJ correlates with cisplatin (CDDP)-resistance onset in ovarian cancer (OC), suggesting this protein as a potential prognostic factor during OC progression. However, the molecular mechanisms through which MCJ contributes to CDDP response remains poorly investigated. The present dataset collect data regarding the association between MCJ levels and accumulation of lipid droplets, tumorigenic features and sensitivity to CDDP in OC cells. Moreover, this dataset provides information on lipid peroxidation and ferroptosis induction in cells overexpressing MCJ, in presence or absence of Ferrostatin 1.",,https://amsacta.unibo.it/id/eprint/7730,dataset,,University of Bologna,,,,,amsacta,,,7.05 Banche dati,mitochondrial chaperonin mcj promotes vulnerability to ferroptosis of chemoresistant ovarian cancer cells – dataset,multiple ids
Data and code to analyse the extent of the hip bone sexual dimorphism in two Italian coeval modern skeletal samples,7886.0,10.6092/unibo/amsacta/7886,"['Rita, Sorrentino', 'Annalisa, Pietrobelli', 'Davide, Mameli', 'Teresa, Nicolosi', 'Maria Giovanna, Belcastro']","['0000-0002-6529-7250', '0000-0002-2558-1118', '0009-0003-1129-1595', '0000-0002-3357-5340', '0000-0002-8932-8509']",2024-09-01,"This dataset contains data from the analisys of 280 coxal bones of two coeval Italian samples from Bologna and Sassari, part of a large modern (19th-20th c.) documented human osteological collections (DHOCs) housed at the University of Bologna. Specifically, the sample is composed of 70 individuals (36 males and 34 females) coming from the Certosa Cemetery of Bologna (Emilia Romagna, Northern Italy) and 70 individuals (36 males and 34 females) from the Sassari cemetery (Sardinia). All individuals composing the sample are adults. The samples were analysed to evaluate sexual dimorphism within and between the Bologna and Sassari groups, and comparing the extent of sexual dimorphism between these samples by using nineteen metric variables of the coxal bone. The code developed to run the analysis is provided together with the data.",,https://amsacta.unibo.it/id/eprint/7886,dataset,,University of Bologna,,,,,amsacta,,,7.05 Banche dati,data and code to analyse the extent of the hip bone sexual dimorphism in two italian coeval modern skeletal samples,multiple ids
Piano di Gestione dei Dati per progetto SEVeso - Data Management Plan (DMP),8047.0,10.6092/unibo/amsacta/8047,"['Raffaella, Sette', 'Giampiero, Lupo']","['https://orcid.org/0000-0003-0806-8862', 'https://orcid.org/0000-0003-3614-1967']",2024-11-27,"Piano di gestione dati (Data Management Plan - DMP) del progetto di ricerca ""Support Eco-Victims: strategies and tools for supporting rights and compensation of environmental harm’s victims. Il progetto di ricerca vuole indagare la tematica dei diritti delle vittime di disastri ambientali causati dallo sviluppo industriale, concentrandosi su casi nazionali emblematici in modo comparativo. Risponde alla seguente domanda di ricerca fondamentale: quali sono gli strumenti socio-giuridici e informativi principali, i servizi di supporto e gli attori chiave che sostengono l'accesso alla giustizia e al risarcimento delle eco-vittime e come possono essere migliorati tali strumenti? Sulla base di questo presupposto, il progetto ha una duplice natura. In primo luogo, una natura analitica che ha l'obiettivo di studiare l'accesso alle informazioni da parte delle eco-vittime (legali e relative alla salute), alla giustizia e al risarcimento, nonché il ruolo dei servizi di supporto e di altri attori sociali (come, ad esempio, associazioni e avvocati). In secondo luogo, una natura più operativa che mira a proporre soluzioni per migliorare l'accesso da parte delle eco-vittime alle informazioni e alla giustizia, come, ad esempio, modifiche legislative, implementazione di strumenti per la diffusione delle informazioni (sito web dedicato alle eco-vittime) e strumenti per il coinvolgimento delle vittime (come attività di giustizia riparativa). [È disponibile una versione aggiornata di questo documento, pubblicata in data 26 Marzo 2025, in cui è stato aggiunto un logo all'interno della prima pagina. Il DOI della versione aggiornata è 10.6092/unibo/amsacta/8284]",technical_report,https://amsacta.unibo.it/id/eprint/8047,monograph,,,,,,,amsacta,,,7.13 Rapporto tecnico,piano di gestione dei dati per progetto seveso data management plan dmp,title
Dataset del progetto UniverS-Ita,8229.0,10.6092/unibo/amsacta/8229,"['Nicola, Grandi', 'Matteo, Pascoli']","['0000-0001-5243-7050', None]",1970-01-01,"Il dataset contiene il quadro complessivo dei metadati dei testi raccolti nell'ambito del Progetto PRIN 2017 UniverS-Ita. L'italiano scritto degli studenti universitari: quadro sociolinguistico, tendenze tipologiche, implicazioni didattiche. Il progetto aveva lo scopo di mappare le competenze nella scrittura formale della popolazione universitaria italiana, attraverso un campione di 2.137 studentesse e studenti di 44 atenei, rappresentativo per aree geografiche e disciplinari. I/le partecipanti hanno redatto un testo (di 250-500 parole) su una traccia comune e compilato un questionario sociobiografico di 58 domande (non tutte compaiono nel dataset in quanto alcune non hanno ottenuto un numero statisticamente rilevante di risposte). I testi prodotti sono poi stati analizzati sia quantitativamente, sia qualitativamente. Grazie a questo strumento è possibile individuare correlazioni sistematiche tra caratteristiche dei testi e profili degli e delle scriventi.",,https://amsacta.unibo.it/id/eprint/8229,dataset,,Università di Bologna,,,,,amsacta,,,7.05 Banche dati,dataset del progetto universita,multiple ids
Dentro le mura domestiche: riflessioni da un'indagine nazionale sulla violenza intrafamiliare,8254.0,10.6092/unibo/amsacta/8254,"['Sandra, Sicurella', 'Simone, Tuzza', 'Raffaella, Sette']","['0000-0003-0624-018X', '0000-0002-0321-0914', '0000-0003-0806-8862']",2025-02-21,"La ricerca è stata realizzata grazie all’accordo di collaborazione, stipulato tra l’Associazione Famiglie
in Rete E.T.S. – Coordinamento Associazioni per la Salute Mentale e il Dipartimento di Sociologia e Diritto dell’Economia – C.I.R.Vi.S. (Centro Interdisciplinare di Ricerca sulla Vittimologia e sulla Sicurezza) dell’Università di Bologna, finalizzato alla realizzazione di uno studio relativo alla violenza intrafamiliare agita nei confronti dei genitori, tenendo conto delle dimensioni contestuali dei servizi territoriali e dell’intervento delle agenzie di controllo sociale formale nella gestione di questi casi.",technical_report,https://amsacta.unibo.it/id/eprint/8254,monograph,,Centro Interdipartimentale di Ricerca sulla Vittimologia e sulla Sicurezza (CIRViS); Dipartimento di Sociologia e Diritto dell'Economia,,,,,amsacta,,,7.13 Rapporto tecnico,dentro le mura domestiche riflessioni da unindagine nazionale sulla violenza intrafamiliare,multiple ids
Piano di Gestione dei Dati per progetto SEVeso - Data Management Plan (DMP). Versione aggiornata,8284.0,10.6092/unibo/amsacta/8284,"['Raffaella, Sette', 'Giampiero, Lupo']","['https://orcid.org/0000-0003-0806-8862', 'https://orcid.org/0000-0003-3614-1967']",2024-11-27,"Piano di gestione dati (Data Management Plan - DMP) del progetto di ricerca ""Support Eco-Victims: strategies and tools for supporting rights and compensation of environmental harm’s victims. Il progetto di ricerca vuole indagare la tematica dei diritti delle vittime di disastri ambientali causati dallo sviluppo industriale, concentrandosi su casi nazionali emblematici in modo comparativo. Risponde alla seguente domanda di ricerca fondamentale: quali sono gli strumenti socio-giuridici e informativi principali, i servizi di supporto e gli attori chiave che sostengono l'accesso alla giustizia e al risarcimento delle eco-vittime e come possono essere migliorati tali strumenti? Sulla base di questo presupposto, il progetto ha una duplice natura. In primo luogo, una natura analitica che ha l'obiettivo di studiare l'accesso alle informazioni da parte delle eco-vittime (legali e relative alla salute), alla giustizia e al risarcimento, nonché il ruolo dei servizi di supporto e di altri attori sociali (come, ad esempio, associazioni e avvocati). In secondo luogo, una natura più operativa che mira a proporre soluzioni per migliorare l'accesso da parte delle eco-vittime alle informazioni e alla giustizia, come, ad esempio, modifiche legislative, implementazione di strumenti per la diffusione delle informazioni (sito web dedicato alle eco-vittime) e strumenti per il coinvolgimento delle vittime (come attività di giustizia riparativa). [Questa è la versione aggiornata del contributo, in cui è stato aggiunto un logo all'interno della prima pagina. La versione precedente ha DOI 10.6092/unibo/amsacta/8047]",technical_report,https://amsacta.unibo.it/id/eprint/8284,monograph,,,,,,,amsacta,,,7.13 Rapporto tecnico,piano di gestione dei dati per progetto seveso data management plan dmp versione aggiornata,doi
Ecoreati vittime e danni sociali: un'analisi giuridica e criminologica,8296.0,10.6092/unibo/amsacta/8296,"['Alessandro, Sbarro', 'Simone, Tuzza', 'Marianna, Marzano', 'Giampiero, Lupo', 'Raffaella, Sette', 'Sandra, Sicurella']","['https://orcid.org/0009-0006-4796-1513', 'https://orcid.org/0000-0002-0321-0914', None, 'https://orcid.org/0000-0003-3614-1967', 'https://orcid.org/0000-0003-0806-8862', 'https://orcid.org/0000-0003-0461-9073']",2025-03-23,"Il report è stato predisposto nell'ambito delle attività relative al Milestone 1 del progetto SEVeso.
Il documento ha due obiettivi:
1) tracciare lo stato dell'arte della letteratura in tema di green victimology e green criminology;
2) analizzare la normativa e la giurisprudenza costituzionali, sovranazionali e nazionali in materia ambientale.",technical_report,https://amsacta.unibo.it/id/eprint/8296,monograph,,Università di Bologna,,,,,amsacta,,,7.13 Rapporto tecnico,ecoreati vittime e danni sociali unanalisi giuridica e criminologica,multiple ids
European Parliament Interpreting Corpus (EPIC),162566.0,,"['RUSSO, MARIACHIARA', 'SANDRELLI, ANNALISA', 'MONTI, CRISTINA', 'BENDAZZOLI, CLAUDIO']","['0000-0002-0904-2771', nan]",2011,,,http://catalog.elra.info/product_info.php?products_id=1145,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,european parliament interpreting corpus epic,title
BraDypUS,192062.0,,"['BOGDANI, JULIAN']",['0000-0001-5250-927X'],2008.0,,,http://bradypus.net; http://db.bradypus.net,7.04 software,,,,,,,iris,,,7.04 Software,bradypus,title
Zeri Photo Archive RDF Dataset,262640.0,10.6092/unibo/amsacta/5157,"['MAMBELLI, FRANCESCA', 'TOMASI, FRANCESCA', 'DAQUINO, MARILENA', 'VITALI, FABIO', 'PERONI, SILVIO']","[nan, '0000-0002-6631-8607', '0000-0002-1113-7550', '0000-0002-7562-5203', '0000-0003-0530-4305']",2016.0,,,http://doi.org/10.6092/unibo/amsacta/5157,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,zeri photo archive rdf dataset,multiple ids
Partispace - Deliverable 2.2 Comparative report,267448.0,10.5281/zenodo.48113,"['DEMOZZI, SILVIA', 'DE LUIGI, NICOLA', 'ILARDO, MARTA', 'PITTI, ILARIA', 'TUORTO, DARIO', 'MARTELLI, ALESSANDRO', 'ZANNONI, FEDERICO', 'CUCONATO, MORENA']","['0000-0002-5617-7273', '0000-0001-9646-3568', '0000-0002-9413-4549', '0000-0002-6270-501X', '0000-0002-3655-0528', '0000-0002-8918-9553', '0000-0001-6343-7670', '0000-0002-3345-7096']",2016.0,,,https://zenodo.org/record/48113,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,partispace deliverable 22 comparative report,multiple ids
The integrated system of early childhood education and care of the Emilia-Romagna Region. Case studies of innovative services.,305355.0,,"['BASSI, ANDREA', 'LAZZARI, ARIANNA']","['0000-0003-3255-959X', '0000-0001-6710-4515']",2016.0,,,,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,the integrated system of early childhood education and care of the emiliaromagna region case studies of innovative services,title
"PERCEIVE project - Deliverable D3.1 ""Qualitative report on the impact and effectiveness of communication strategies from the semi structured interviews with cohesion policy practitioners (including third-party partners in the consortium), written by each partner""",311236.0,10.6092/unibo/amsacta/5619,"['MOLLONA, EDOARDO VINCENZO EUGENIO', 'PARESCHI, LUCA']","['0000-0001-9496-8618', '0000-0002-4402-9329']",2017.0,,,http://amsacta.unibo.it/id/eprint/5619; https://doi.org/10.5281/zenodo.834217,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d31 qualitative report on the impact and effectiveness of communication strategies from the semi structured interviews with cohesion policy practitioners including thirdparty partners in the consortium written by each partner,multiple ids
"PERCEIVE project - Deliverable D3.1 ""Annex2 - Calabria (IT)""",311237.0,10.6092/unibo/amsacta/5620,"['MOLLONA, EDOARDO VINCENZO EUGENIO', 'PARESCHI, LUCA']","['0000-0001-9496-8618', '0000-0002-4402-9329']",2017.0,,,http://amsacta.unibo.it/id/eprint/5620,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d31 annex2 calabria it,multiple ids
"PERCEIVE project - Deliverable D3.1 ""Annex3 - Emilia Romagna (IT)""",311238.0,10.6092/unibo/amsacta/5621,"['MOLLONA, EDOARDO VINCENZO EUGENIO', 'PARESCHI, LUCA']","['0000-0001-9496-8618', '0000-0002-4402-9329']",2017.0,,,http://amsacta.unibo.it/id/eprint/5621,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d31 annex3 emilia romagna it,multiple ids
"PERCEIVE project - Deliverable D5.1 ""Short contribution (report) to be used in dissemination events about the empirical relevance of a social constructivist and discursive approach to EU identity emergence and integration""",311244.0,10.6092/unibo/amsacta/5517,"['PARESCHI, LUCA', 'MOLLONA, EDOARDO VINCENZO EUGENIO']","['0000-0002-4402-9329', '0000-0001-9496-8618']",2017.0,,,http://amsacta.unibo.it/id/eprint/5517; https://doi.org/10.5281/zenodo.821356,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d51 short contribution report to be used in dissemination events about the empirical relevance of a social constructivist and discursive approach to eu identity emergence and integration,multiple ids
"PERCEIVE project - Deliverable D5.3 ""Production of a report discussing (including visualizing topographic maps of meanings) the emergent topics in identity relevant discourse at the different levels""",332644.0,10.6092/unibo/amsacta/5764,"['BARBERIO, VITALIANO ANDREA', 'PARESCHI, LUCA', 'MOLLONA, EDOARDO VINCENZO EUGENIO']","[nan, '0000-0002-4402-9329', '0000-0001-9496-8618']",2017.0,,,http://amsacta.unibo.it/id/eprint/5764; https://doi.org/10.5281/zenodo.1318195,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d53 production of a report discussing including visualizing topographic maps of meanings the emergent topics in identity relevant discourse at the different levels,multiple ids
"PERCEIVE project - Deliverable D5.2 ""Database of the topics and sentiments to be made available on-line for further research""",332645.0,10.6092/unibo/amsacta/5726,"['BARBERIO, VITALIANO ANDREA', 'PARESCHI, LUCA', 'MOLLONA, EDOARDO VINCENZO EUGENIO']","[nan, '0000-0002-4402-9329', '0000-0001-9496-8618']",2017.0,,,http://amsacta.unibo.it/id/eprint/5726; https://doi.org/10.5281/zenodo.1318184,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d52 database of the topics and sentiments to be made available online for further research,multiple ids
"PERCEIVE project - Deliverable D5.4 ""Report of the comparative analysis of the correlation between topics emergent from regional discourses on the one hand, and the awareness and perceptions of the EU (from Eurobarometer) on the other hand""",332646.0,10.6092/unibo/amsacta/5770,"['BARBERIO, VITALIANO ANDREA', 'PARESCHI, LUCA', 'MOLLONA, EDOARDO VINCENZO EUGENIO', 'CALIA, PINUCCIA PASQUALINA']","[nan, '0000-0002-4402-9329', '0000-0001-9496-8618', '0000-0002-6638-4081']",2018.0,,,http://amsacta.unibo.it/id/eprint/5770; https://doi.org/10.5281/zenodo.1318204,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d54 report of the comparative analysis of the correlation between topics emergent from regional discourses on the one hand and the awareness and perceptions of the eu from eurobarometer on the other hand,multiple ids
"PERCEIVE project - Deliverable D3.2 ""Qualitative report with main findings from the interviews""",332647.0,10.6092/unibo/amsacta/5725,"['BARBERIO, VITALIANO ANDREA', 'PARESCHI, LUCA', 'MOLLONA, EDOARDO VINCENZO EUGENIO']","[nan, '0000-0002-4402-9329', '0000-0001-9496-8618']",2017.0,,,http://amsacta.unibo.it/id/eprint/5725; https://doi.org/10.5281/zenodo.1318016,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d32 qualitative report with main findings from the interviews,multiple ids
"PERCEIVE project - Deliverable D3.3 ""Descriptive report on the specific role of new media in EU financed projects' communication strategies""",332648.0,10.6092/unibo/amsacta/5763,"['BARBERIO, VITALIANO ANDREA', 'PARESCHI, LUCA', 'MOLLONA, EDOARDO VINCENZO EUGENIO']","[nan, '0000-0002-4402-9329', '0000-0001-9496-8618']",2017.0,,,http://amsacta.unibo.it/id/eprint/5763; https://doi.org/10.5281/zenodo.1318135,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d33 descriptive report on the specific role of new media in eu financed projects communication strategies,multiple ids
Algoritimi di calcolo per gli indici PCS e MCS del questinario SF-12,336322.0,,"['OTTOBONI, GIOVANNI', 'MARZOCCHI, MICHELE', 'CHATTAT, RABIH']","['0000-0002-7649-6642', '0000-0001-8843-8661', '0000-0002-3889-2839']",2018.0,,,http://amsacta.unibo.it/5751/,7.04 software,,,,,,,iris,,,7.04 Software,algoritimi di calcolo per gli indici pcs e mcs del questinario sf12,title
PERCEIVE: WP1: Framework for comparative analysis of the perception of Cohesion Policy and identification with the European Union at citizen level in different European countries: Task1.1: The framework for the comparative analysis,338287.0,10.5281/zenodo.1035808,"['REVERBERI, PIERRE MAURICE', 'BRASILI, CRISTINA', 'AIELLO, VALENTINA']","['0000-0001-5630-8133', '0000-0003-2529-0158', '0000-0001-5764-4841']",2017.0,,,https://doi.org/10.5281/zenodo.1035808,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive wp1 framework for comparative analysis of the perception of cohesion policy and identification with the european union at citizen level in different european countries task11 the framework for the comparative analysis,multiple ids
"PERCEIVE project - Deliverable D6.1 ""Report on causal qualitative model""",377033.0,10.6092/unibo/amsacta/6112,"['MOLLONA, EDOARDO VINCENZO EUGENIO', 'AIVAZIDOU, EIRINI', 'CUNICO, GIOVANNI']","['0000-0001-9496-8618', '0000-0002-4208-2361', nan]",2018.0,,,http://amsacta.unibo.it/id/eprint/6112; https://www.perceiveproject.eu/public-deliverables/,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d61 report on causal qualitative model,multiple ids
"PERCEIVE project - Deliverable D2.4 ""Report on the probabilistic model of estimation of citizens’ identification with the EU project and ranking of the case study regions""",392495.0,10.6092/unibo/amsacta/6113,"['CALIA, PINUCCIA PASQUALINA', 'BRASILI, CRISTINA', 'AIELLO, VALENTINA', 'MONASTEROLO, IRENE']","['0000-0002-6638-4081', '0000-0003-2529-0158', '0000-0001-5764-4841', nan]",2018.0,,,http://doi.org/10.6092/unibo/amsacta/6113; https://doi.org/10.5281/zenodo.1317990,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d24 report on the probabilistic model of estimation of citizens’ identification with the eu project and ranking of the case study regions,multiple ids
"PERCEIVE project - Deliverable D3.4 ""Report on the statistical analysis of communication efforts’ impact and effectiveness on citizens’ awareness and appreciation of EU-financed projects""",402521.0,10.6092/unibo/amsacta/6111,"['PARESCHI, LUCA', 'BARBERIO, VITALIANO ANDREA', 'MOLLONA, EDOARDO VINCENZO EUGENIO']","['0000-0002-4402-9329', nan, '0000-0001-9496-8618']",2018.0,,,http://amsacta.unibo.it/id/eprint/6111; https://doi.org/10.5281/zenodo.1318144,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d34 report on the statistical analysis of communication efforts’ impact and effectiveness on citizens’ awareness and appreciation of eufinanced projects,multiple ids
Repertorio analitico dei vocabolari bilingui: italiano-spagnolo e spagnolo-italiano (1570-2018),407548.0,,"['SAN VICENTE SANTIAGO, FELIX']",['0000-0003-0744-6737'],2018.0,,,http://www.contrastiva.it/wp/?page_id=111,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,repertorio analitico dei vocabolari bilingui italianospagnolo e spagnoloitaliano 15702018,title
"PERCEIVE project - Deliverable D6.3 ""Report with analysis of model behaviour and scenario analysis""",427547.0,10.6092/unibo/amsacta/6245,"['AIVAZIDOU, EIRINI', 'CUNICO, GIOVANNI', 'MOLLONA, EDOARDO VINCENZO EUGENIO']","['0000-0002-4208-2361', nan, '0000-0001-9496-8618']",2019.0,,,https://www.perceiveproject.eu/public-deliverables/,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d63 report with analysis of model behaviour and scenario analysis,multiple ids
PERCEIVE. WP6. Virtual learning environment. Simulation and modelling data,427549.0,10.6092/unibo/amsacta/6203,"['AIVAZIDOU, EIRINI', 'CUNICO, GIOVANNI', 'MOLLONA, EDOARDO VINCENZO EUGENIO']","['0000-0002-4208-2361', nan, '0000-0001-9496-8618']",2019.0,,,,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,perceive wp6 virtual learning environment simulation and modelling data,multiple ids
"PERCEIVE project - Deliverable D7.6 ""Guidelines on Cohesion Policy Communication""",434446.0,10.6092/unibo/amsacta/6247,"['MOLLONA, EDOARDO VINCENZO EUGENIO', 'CUNICO, GIOVANNI', 'PARESCHI, LUCA', 'BARBERIO, VITALIANO ANDREA', 'AIVAZIDOU, EIRINI']","['0000-0001-9496-8618', nan, '0000-0002-4402-9329', '0000-0002-4208-2361']",2019.0,,,http://amsacta.unibo.it/id/eprint/6247; https://www.perceiveproject.eu/public-deliverables/,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,perceive project deliverable d76 guidelines on cohesion policy communication,multiple ids
CNR-IRPI-Padova/SPS: SPS v0.1,483517.0,,"['TITTI, GIACOMO']",['0000-0003-1980-8723'],2020.0,,,,7.04 software,,,,,,,iris,,,7.04 Software,cnrirpipadovasps sps v01,title
Literature Review on Transitions across Early Childhood and Compulsory School Settings in Europe.,486533.0,10.6092/unibo/amsacta/6210,"['LAZZARI, ARIANNA', 'BALDUZZI, LUCIA']","['0000-0001-6710-4515', '0000-0002-3934-9416']",2019.0,,,http://amsacta.unibo.it/id/eprint/6210; http://start.pei.si/results/,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,literature review on transitions across early childhood and compulsory school settings in europe,multiple ids
